credit.policy,int.rate,installment,log.annual.inc,dti,fico,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid,cr_line_years,pub_rec_flag,inquiry_rate,purpose_credit_card,purpose_debt_consolidation,purpose_educational,purpose_home_improvement,purpose_major_purchase,purpose_small_business
1,-1.9086959456837946,-1.0927696134566638,0.9447407250597384,-0.887133161049305,0.9522007231776912,-1.4476054595432382,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,-0.07079749866690158,0,-0.345805629498555,False,False,False,False,False,True
1,-1.3536698726775354,-0.5290696088602741,-2.3490411026359443,-0.4179026379100845,0.42544904669646655,-0.0758019906728692,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.2018619160497133,0,-0.345805629498555,False,True,False,False,False,False
1,-0.4596681443453058,0.04076386905549026,-0.3142615111289283,0.06294969385177905,-0.23299054890506427,0.22751133912761426,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,1.4415215870898515,0,-0.2697503166657444,False,False,False,False,True,False
1,0.3374833967509331,-1.1658400475685844,-0.6658378954499226,-1.5030890180493963,-1.0231180636269013,1.4338711735613558,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.26626436099910356,0,-0.345805629498555,False,False,False,False,False,False
1,-1.2381946494346225,0.760601820435647,1.099771920580057,-0.8043277746129719,2.269079914380753,0.2033841424389396,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.781076223956951,0,-0.25048814288932,True,False,False,False,False,False
1,-0.6980686052339,1.279966954896714,-0.7170735023608328,-1.279369202063514,0.03038528933554805,0.4481028517097841,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.7212300455000309,0,-0.345805629498555,False,True,False,False,False,False
1,1.0675848082222532,-0.7024005989644928,0.11383361134945279,-1.4333581663135369,-1.1548059827472075,1.2960014781974998,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,-1.3752838943617482,0,1.3062736858039066,False,False,False,False,True,False
1,-1.5883453263647456,-0.6330005898310956,0.47679810610906637,0.5045784215122218,1.610640318779222,-0.8134048608694997,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.13144470242780354,0,-0.21886484959254335,False,False,False,False,False,False
1,-1.3536698726775354,0.7501700862861594,-0.1827299815000144,-1.4551490574809929,2.269079914380753,-0.6617481959692579,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,2.959881738947809,0,-0.345805629498555,False,False,False,False,False,False
1,0.47903367040353606,0.0990560131223036,0.9447407250597384,-0.6779406058417268,-1.2864939018675137,0.3757212616437598,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.0496671082931928,0,-0.345805629498555,True,False,False,False,False,False
1,-1.6330454127813574,0.800541839609843,1.3077052360853172,-0.8072332267686328,1.8740161570198344,-0.4204762290825096,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.432263080394268,0,-0.2357695304125845,True,False,False,False,False,False
1,0.009682763029114892,0.005315290973435033,0.540594388004325,-0.553006163148312,-1.0231180636269013,0.3895082311801454,-0.7169889396237944,-0.2997300842604626,3.5781504602831933,0,-0.32033356901786736,1,-0.345805629498555,False,True,False,False,False,False
1,-1.2121195990249323,-0.7730079847355622,2.43517594264507,-0.37867903380866363,0.03038528933554805,-0.35154138140058155,-0.7169889396237944,3.362023419625648,-0.23700317531654236,0,-1.2042649919616581,0,-0.345805629498555,False,False,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,0.24403079515485782,-1.7907287814598163,2.400767833501059,-1.4165847780863703,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.035722178601992054,0,-0.21234030803219714,False,False,False,False,False,False
1,0.553533814431222,-0.3074435532491677,-1.5181339840458692,0.24454045358057955,-1.2864939018675137,0.16202323382978265,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,-1.2983854651795064,0,-0.345805629498555,False,True,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,2.0722114478854534,-1.7907287814598163,1.610640318779222,-1.140845387358658,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.017546004112790083,0,-0.345805629498555,False,False,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,2.0722114478854534,-1.2909910106861573,2.6641436717416713,-1.5889218972911905,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.8884136146904972,0,-0.345805629498555,False,False,False,False,False,False
1,-1.562270275955056,-0.7835846040815706,0.9447407250597384,-1.4972781137380746,0.820512804057385,-0.9443810714651631,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.5654473120362635,0,-0.345805629498555,False,True,False,False,False,False
1,-0.7390436844491273,-0.2110948975629274,-1.8445442138003723,-0.901660421827609,-0.4963663871456766,-0.6858753926579328,-0.26247043649872304,1.5311466676825929,-0.23700317531654236,0,1.1651678572161697,0,-0.26272508794086563,True,False,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,1.6042688126688192,-1.8314051116390675,1.7423282378995282,-0.9409343290810667,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.028593042887292,0,-0.345805629498555,False,False,False,True,False,False
1,-1.562270275955056,-1.1623145077865815,1.099771920580057,-0.1854664654572199,1.3472644805386098,-1.1615258416632366,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.6004450179090807,0,-0.345805629498555,False,False,False,True,False,False
1,-1.3275948222678455,-0.776533524517565,0.47679810610906637,0.4275839393872107,1.2155765614183036,-0.8202983456376925,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.0838003850015638,0,-0.345805629498555,True,False,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,0.8613072442828641,-1.2750110238300227,1.610640318779222,-1.3786706118613101,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.8113453921979707,0,-0.345805629498555,False,False,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,0.6803880351133867,-1.786370603226325,2.0057040761401406,-1.592368639675287,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.40883017694717333,0,-0.345805629498555,True,False,False,False,False,False
1,-0.3888930075190043,-0.7478945506719809,0.5817762303001247,-1.6556252562215885,-1.0231180636269013,-1.0581235701403444,0.6465665697514197,-0.2997300842604626,3.5781504602831933,0,-0.22859948355129384,1,0.12081706502701985,True,False,False,False,False,False
1,-0.8582439148934249,-0.7622864801930332,-0.24913088341016082,-0.6648660711412533,-0.10130262978475811,0.06206770469098696,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.0964303083943157,0,-0.2021463277117461,False,True,False,False,False,False
1,-1.0929193685806353,-0.7694341498880526,1.9008324055182864,-0.0983029007873957,0.1620732084558542,-0.261926079414075,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.024755231848625263,0,-0.20786076809211917,False,False,False,True,False,False
1,-1.562270275955056,-0.7835846040815706,1.9008324055182864,-1.0251421384431934,0.820512804057385,-0.7065558469625112,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.21698461664355934,0,-0.345805629498555,False,False,False,True,False,False
1,-1.80067073684365,-0.7906356836455762,1.2413043179092056,-1.4987308398159052,1.7423282378995282,-1.0305496310675732,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.40883017694717333,0,-0.345805629498555,False,True,False,False,False,False
1,-1.3275948222678455,-1.082337879307176,-1.3102006880597643,0.2808586055263396,1.0838886422979974,-1.344203188020346,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.8413838410972838,0,-0.0935258800192808,False,False,False,False,False,True
1,-0.7390436844491273,-1.071616374764647,2.0722114478854534,-1.8314051116390675,-0.8914301445065951,-1.6130490939798654,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,-0.3127238286300415,0,-0.345805629498555,False,False,False,True,False,False
1,-0.3888930075190043,-0.7478945506719809,-1.0136370952103,0.8764762974368054,-0.23299054890506427,0.010366568929540904,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.25201569883771807,0,-0.345805629498555,True,False,False,False,False,False
1,-1.4467950527121427,-0.7344202273955592,0.45496427012121027,0.2561622622032228,2.269079914380753,-1.1167181906699832,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.4206148371651922,0,-0.345805629498555,True,False,False,False,False,False
1,-1.681470506399353,-0.726789607045471,-3.1636003825121506,-1.3955872882899463,1.3472644805386098,-1.0443366006039587,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.8407526091035865,0,-0.345805629498555,False,False,True,False,False,False
1,-1.4467950527121427,-0.7648461186648983,-0.9086589710192416,0.31572403139426936,1.610640318779222,-0.7892776641808249,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.07280006192685574,0,-0.345805629498555,False,False,False,False,False,False
1,-1.2121195990249323,-0.7730079847355622,0.4328333688331096,-0.3844899381199851,0.2937611275761604,-0.3170739575596175,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.5890775585037232,0,-0.345805629498555,True,False,False,False,False,False
1,-1.80067073684365,-0.6780598859490217,1.3077052360853172,-1.7921815075376468,2.1373919952604465,-1.2614813708020323,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.1727775976039956,0,-0.345805629498555,False,True,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,-0.3541090076012163,-1.6686997909220622,1.8740161570198344,-1.6130490939798654,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.4991320051160681,0,-0.23893320247616573,True,False,False,False,False,False
1,-0.7390436844491273,0.023619120800545457,-1.1625205371108795,-0.27698820836053545,0.03038528933554805,0.2619787629685783,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.2743380178993853,0,-0.345805629498555,False,False,False,False,False,True
1,-0.6235684612062146,2.3884835934763005,-0.24913088341016082,-1.2430510501177539,1.3472644805386098,-0.8099581184854033,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.7332621132204268,0,-0.345805629498555,False,False,False,False,False,True
1,-0.8582439148934249,-0.9959380071153545,-2.312486837630834,0.5568765603141167,0.03038528933554805,-0.19643797411624334,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-1.1658157773705373,0,0.0303300409038651,False,False,True,False,False,False
1,1.3767604059371494,-1.082820829962245,-0.1126895701484113,-0.005328431806249768,-2.208309335709657,1.5682941265411154,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-1.2623226383396602,0,0.09465440152984425,False,True,False,False,False,False
1,-0.6235684612062146,0.3844315552025011,0.11383361134945279,0.6556619336065841,0.9522007231776912,-1.3338629608680568,0.19204806662634832,1.5311466676825929,-0.23700317531654236,0,3.7841200873827554,0,-0.25720401200498444,False,False,False,False,False,True
1,-0.2696927770747067,-1.3497959520843184,-1.673165177939591,-1.5350489917616652,-1.2864939018675137,0.9995816331652088,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,-1.3704610543771876,0,0.7439365719395742,True,False,False,False,False,False
1,0.43433358398692434,1.7337473903994283,1.5491246735381223,-0.3568881426412075,-0.7597422253862889,0.9409870126355697,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1,-0.14050338827397912,0,-0.345805629498555,True,False,False,False,False,False
1,0.08418290705680077,0.39737463275834695,0.47679810610906637,0.34768400510653835,-0.7597422253862889,1.606208292766176,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,-0.03274879672777152,0,0.06987299322014194,True,False,False,False,False,False
1,-0.9774441453377221,-0.548822290652591,0.11383361134945279,-0.7099005795539958,0.03038528933554805,0.7755433781989425,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.9078856294884344,0,-0.345805629498555,False,False,False,False,False,False
1,-0.15049254663040956,0.3798918190448537,0.24403079515485782,-0.7941586920681591,-0.7597422253862889,0.8651586801854493,-0.7169889396237944,3.362023419625648,-0.23700317531654236,0,1.6698304868853027,0,-0.345805629498555,False,True,False,False,False,False
1,-1.80067073684365,-0.7906356836455762,-0.545694476259628,-1.4609599617923144,1.610640318779222,-1.130505160206369,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,1.4535369666495768,0,-0.194252188446631,False,False,False,False,False,False
1,-0.7390436844491273,-0.9934266637089965,-1.673165177939591,-1.613496199964507,-0.7597422253862889,-0.4963045615326306,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.2619221256876691,0,-0.345805629498555,False,False,False,False,False,False
1,-0.15049254663040956,-1.0607982800911042,-0.7101751233011151,-0.7462187314997558,-1.1548059827472075,0.8306912563444853,0.19204806662634832,-0.2997300842604626,3.5781504602831933,0,-0.805337702418108,1,0.1409458871438093,False,True,False,False,False,False
1,-1.562270275955056,-1.0108128872914757,0.9118790860014719,-0.5936824933275635,1.0838886422979974,-1.4062445509340813,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,0.16789135375897019,0,-0.345805629498555,True,False,False,False,False,False
1,-0.6235684612062146,-1.383843973266674,-0.8105256620685016,0.27068952298152704,-0.6280543062659828,-0.3412011542482924,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,1,-1.382075921284922,0,0.21330084232037697,False,False,False,False,False,False
1,-0.8582439148934249,-0.9959380071153545,0.540594388004325,-0.22469006955864074,-0.23299054890506427,-0.9064669052401026,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,0.16789135375897019,0,-0.345805629498555,False,False,False,False,False,False
1,-0.9774441453377221,-0.765860315040543,1.3715015017146106,-0.5893243150940721,0.03038528933554805,-0.22745865557311093,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.5524001878308502,0,-0.345805629498555,False,True,False,False,False,False
1,0.553533814431222,0.10374063447647153,-0.7628961543090226,0.6934328116301743,-0.10130262978475811,0.6583541371396651,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.745277492780152,0,-0.345805629498555,False,True,False,False,False,False
1,-1.681470506399353,-0.7871101438635734,2.2637969002779,-0.8900386132049657,1.0838886422979974,-1.5337740191456484,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.3120759084756738,0,-0.229585961662616,False,False,False,True,False,False
1,-1.80067073684365,-0.7906356836455762,0.3645745522507302,-1.1689620201484034,2.6641436717416713,-1.5785816701389015,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,2.1019836383834227,0,-0.345805629498555,True,False,False,False,False,False
1,-1.562270275955056,-0.40490299544206654,1.6042688126688192,-1.4362636184691977,1.2155765614183036,-0.772043952260343,1.101085072876491,-0.2997300842604626,-0.23700317531654236,0,0.2568218506616081,0,0.1314017397586649,False,False,False,True,False,False
1,-0.8582439148934249,-0.2950800164794045,-0.24913088341016082,0.3665694441183337,0.2937611275761604,0.034493765618215586,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,-0.7692915637389321,0,0.3594309429094161,False,True,False,False,False,False
1,1.0228847218056425,-0.45261852016287124,2.1746460144904165,-0.894396791438457,-0.8914301445065951,0.9823479212447267,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1,0.6725539834281035,0,-0.345805629498555,False,False,False,False,False,True
1,-0.9774441453377221,-1.1534282157333144,0.47679810610906637,1.0740470440217402,1.610640318779222,-1.4820728833842023,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,1,0.14426110729151048,0,0.0325402993160883,False,False,False,True,False,False
1,0.199658130299714,-1.1353658612337385,-0.9086589710192416,1.0740470440217402,-0.7597422253862889,-0.4032425171620276,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,1,0.37297051973895273,0,-0.2328034110500819,False,False,False,True,False,False
1,-0.3888930075190043,0.9097369827209153,-0.545694476259628,0.12977509343197777,0.03038528933554805,-0.430816456234799,0.6465665697514197,-0.2997300842604626,3.5781504602831933,1,0.32369077538340824,1,0.0009701202243370504,False,True,False,False,False,False
1,-1.80067073684365,-0.9406884521754753,-0.545694476259628,-1.3302146147875784,1.610640318779222,-1.233907431729261,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.1297696386913614,0,-0.345805629498555,False,False,True,False,False,False
1,-1.3275948222678455,-1.2352400567019817,0.3645745522507302,-0.9496003823960123,0.03038528933554805,-0.9305941019287775,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.805337702418108,0,-0.10242987117737284,True,False,False,False,False,False
1,-0.504368230761917,-0.9093932497270123,-1.8445442138003723,0.7835018284556595,-0.10130262978475811,1.130557843760872,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.9487212318308298,0,-0.06268145809389511,False,False,False,False,False,False
1,-1.681470506399353,-1.0886645328885782,1.3077052360853172,-1.520521730983361,1.3472644805386098,-1.5785816701389015,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.5256459321685991,0,-0.345805629498555,False,False,False,True,False,False
1,-1.681470506399353,-1.0886645328885782,-0.1827299815000144,-1.0541966599998016,1.3472644805386098,-1.5889218972911905,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.5256459321685991,0,-0.345805629498555,False,False,False,False,False,False
1,-1.3275948222678455,-1.1129086557730357,1.2413043179092056,0.34768400510653835,0.820512804057385,-1.0994844787495013,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.6146936800704667,0,-0.14071369832901948,False,False,False,False,False,False
1,-0.9774441453377221,-0.9208874753176515,0.9447407250597384,0.34768400510653835,0.2937611275761604,-1.0994844787495013,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,-0.6146936800704667,0,-0.14071369832901948,False,False,False,False,False,False
1,-1.3275948222678455,-1.082337879307176,0.16716941446613962,-0.05472111845248348,0.6888248849370788,-0.5548991820622694,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.7332621132204268,0,-0.345805629498555,False,False,False,True,False,False
1,-0.03501732338749633,-0.6726991336777571,-0.7628961543090226,-0.7999695963794808,-1.2864939018675137,-0.3653283509369671,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,-0.6475357175337157,0,0.075803190962732,False,True,False,False,False,False
1,1.1420849522499392,0.6034979723417424,0.11383361134945279,1.0043161922858808,-1.1548059827472075,0.7583096662784604,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,-0.7448769801281612,0,0.11374102558049204,True,False,False,False,False,False
1,-1.681470506399353,-0.9378873383760759,0.1619138489709326,-1.3287618887097477,0.9522007231776912,-1.0236561462993803,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-0.8177535946298241,0,-0.345805629498555,False,False,False,False,False,False
1,1.1420849522499392,1.5706066591171624,0.7733616989585336,-1.070176646855936,-1.2864939018675137,0.530824668928098,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.1177375709709658,0,-0.345805629498555,True,False,False,False,False,False
1,-0.9774441453377221,1.5595953841815922,0.8783398231495919,-1.4159254533795722,0.6888248849370788,-0.14818358073889373,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1,-0.9495222571348115,0,-0.345805629498555,False,False,False,False,False,True
1,-0.2696927770747067,-1.0351053052414403,-2.14110780177005,-0.053268392374653105,-1.0231180636269013,0.2861059596572532,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,1,-1.3100003320872409,0,1.0975158356429424,False,False,False,False,False,True
1,-0.3888930075190043,-0.7796244087100058,-1.0136370952103,-0.03583567944068838,-0.7597422253862889,1.3545960987271384,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.1177375709709658,0,-0.345805629498555,False,True,False,False,False,False
1,-1.3275948222678455,0.312858268121294,1.6042688126688192,-1.1340965942804737,1.4789523996589158,-0.2653728217981714,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,3.5201822497207895,0,-0.345805629498555,False,True,False,False,False,False
1,-0.3888930075190043,-0.4901437860617228,0.7368074258204432,0.7835018284556595,-0.23299054890506427,-0.713449331730704,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,-0.33473533632886737,0,-0.012593181864184785,True,False,False,False,False,False
1,-1.562270275955056,-0.10189975445185494,0.19319552614952545,-1.3244037104762565,2.1373919952604465,-1.2959487946429962,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.5519996751788595,0,-0.24130854518823097,False,False,False,False,False,False
1,-1.681470506399353,-0.7871101438635734,-0.3541090076012163,-1.1050420727238657,1.3472644805386098,-1.4200315204704668,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,-0.9731525036022712,0,0.23665160533862425,False,True,False,False,False,False
1,-0.2696927770747067,0.05245127490815709,2.2637969002779,1.0740470440217402,0.42544904669646655,-0.06890850590467654,0.19204806662634832,-0.2997300842604626,-0.23700317531654236,0,2.295431249295,0,-0.2252055160669548,False,True,False,False,False,False
1,-1.562270275955056,-0.026173091737055464,1.8363130364600788,-1.7268088340352783,2.0057040761401406,-1.4200315204704668,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,1.381461377451896,0,-0.11336810750641473,False,False,False,False,False,False
1,-1.562270275955056,-0.10189975445185494,0.7733616989585336,-1.4769399486484491,2.1373919952604465,-1.2821618251066107,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,1.6650076469007424,0,-0.345805629498555,False,False,False,False,False,False
1,-1.0929193685806353,-0.38365316661903603,0.8266975020752233,-0.42807172045489733,2.1373919952604465,-1.6130490939798654,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,-0.012723164128229412,0,0.06528391591037493,False,False,False,True,False,False
1,-1.9161459600865633,-1.2422428412004802,1.213965917049472,-1.7689378902923603,1.610640318779222,-0.9754017529220307,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.5507981372228868,0,-0.345805629498555,False,True,False,False,False,False
1,-0.15049254663040956,-1.0848009276480273,-0.3541090076012163,-1.4246418098465543,-1.1548059827472075,0.9720076940924376,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,0,0.3601541148752455,0,-0.345805629498555,False,False,False,False,False,False
1,1.0228847218056425,-1.1852063688368462,0.8783398231495919,0.6222492338164848,-0.23299054890506427,-1.6130490939798654,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,1,-0.19255334487211792,0,-0.345805629498555,False,False,False,False,False,True
1,-1.562270275955056,-0.026173091737055464,1.6042688126688192,-0.9830130821861117,2.1373919952604465,-1.4855196257682985,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.3220887247754448,0,-0.345805629498555,False,False,False,True,False,False
1,-1.0929193685806353,1.082343546842531,0.47679810610906637,-0.4440517073110317,1.3472644805386098,-1.0408898582198625,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.4562604631923774,0,-0.23692620486732682,False,True,False,False,False,False
1,-1.562270275955056,-0.026173091737055464,0.6803880351133867,-1.379607301433812,2.269079914380753,-1.4855196257682985,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,0.3216882121234541,0,-0.345805629498555,False,False,False,True,False,False
1,-0.03501732338749633,-0.2546087515846329,0.3645745522507302,-0.34962451225205565,-1.0231180636269013,-0.25158585226178587,-0.7169889396237944,1.5311466676825929,-0.23700317531654236,1,-0.385216618640384,0,-0.345805629498555,True,False,False,False,False,False
1,-0.7390436844491273,-0.5239503319165439,-0.3541090076012163,-0.9786549039526204,-0.4963663871456766,-0.15852380789118284,-0.7169889396237944,-0.2997300842604626,-0.23700317531654236,0,-1.1289686133873797,0,-0.345805629498555,False,True,False,False,False,False
1,0.08418290705680077,-0.4102154526478241,-1.44582891457984,-1.1035893466460351,-1.2864939018675137,1.2098329185950898,0.6465665697514197,-0.2997300842604626,-0.23700317531654236,0,-1.382075921284922,0,1.3315137859582409,False,False,False,False,False,False
1,-0.7390436844491273,0.0236674158660523,1.2413043179092056,0.2605204404367142,0.2937611275761604,1.0581762536948478,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.047737558161717264,0,-0.21319586258185144,False,True,False,False,False,False
1,-0.6235684612062146,-0.4014740457910775,0.030400130572578572,-0.782536883445516,0.03038528933554805,1.0512827689266548,-0.26247043649872304,-0.2997300842604626,-0.23700317531654236,0,0.3837843613427055,0,-0.23335623944256395,True,False,False,False,False,False
